research,evaluator,criteria,middle_rating,lower_CI,upper_CI,confidence_level,row_created_date
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,Anon. evaluation 2,methods,68,58,78,,2024-08-15T13:29:40.784-04:00
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,Anon. evaluation 2,logic_comms,75,70,80,,2024-08-15T13:29:40.784-04:00
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,Anon. evaluation 2,open_sci,80,70,90,,2024-08-15T13:29:40.784-04:00
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,Anon. evaluation 2,real_world,70,65,75,,2024-08-15T13:29:40.784-04:00
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,Anon. evaluation 2,gp_relevance,80,70,90,,2024-08-15T13:29:40.784-04:00
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,Anon. evaluation 2,merits_journal,3,2.8,3.2,,2024-08-15T13:29:40.784-04:00
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,Anon. evaluation 2,journal_predict,4.2,2.8,3.2,,2024-08-15T13:29:40.784-04:00
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,Anon. evaluation 2,overall,75,68,82,,2024-08-15T13:29:40.784-04:00
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,Anon. evaluation 1,merits_journal,2.5,2,3.0,,2024-08-15T13:29:12.926-04:00
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,Anon. evaluation 1,journal_predict,3,2,3.5,,2024-08-15T13:29:12.926-04:00
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,Anon. evaluation 1,overall,70,55,74,,2024-08-15T13:29:12.926-04:00
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,Anon. evaluation 1,gp_relevance,83,77,87,,2024-08-15T13:28:52.730-04:00
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,Anon. evaluation 1,real_world,80,73,85,,2024-08-15T13:28:46.214-04:00
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,Anon. evaluation 1,logic_comms,66,58,75,,2024-08-15T13:27:20.429-04:00
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,Anon. evaluation 1,open_sci,61,52,73,,2024-08-15T13:27:20.429-04:00
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,Anon. evaluation 1,methods,60,44,82,,2024-08-15T13:27:05.299-04:00
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,Anon. evaluation 1,adv_knowledge,80,65,85,,2024-08-15T13:25:49.079-04:00
Economic vs. Epidemiological Approaches to Measuring the Human Capital Impacts of Infectious Disease Elimination,Anon. evaluator 2 1,overall,80,65,90,,2024-08-15T13:19:30.030-04:00
Economic vs. Epidemiological Approaches to Measuring the Human Capital Impacts of Infectious Disease Elimination,Anon. evaluator 2 1,real_world,95,90,100,,2024-08-15T13:18:33.162-04:00
Economic vs. Epidemiological Approaches to Measuring the Human Capital Impacts of Infectious Disease Elimination,Anon. evaluator 2 1,gp_relevance,86,77,95,,2024-08-15T13:18:33.162-04:00
Economic vs. Epidemiological Approaches to Measuring the Human Capital Impacts of Infectious Disease Elimination,Anon. evaluator 2 1,journal_predict,3.3,2.6,4.1,,2024-08-15T13:18:33.162-04:00
Economic vs. Epidemiological Approaches to Measuring the Human Capital Impacts of Infectious Disease Elimination,Anon. evaluator 2 1,merits_journal,3.3,2.6,4.1,,2024-08-15T13:18:33.162-04:00
Economic vs. Epidemiological Approaches to Measuring the Human Capital Impacts of Infectious Disease Elimination,Anon. evaluator 2 1,logic_comms,91,81,100,,2024-08-15T13:18:28.453-04:00
Economic vs. Epidemiological Approaches to Measuring the Human Capital Impacts of Infectious Disease Elimination,Anon. evaluator 2 1,open_sci,96,92,100,,2024-08-15T13:18:28.453-04:00
Economic vs. Epidemiological Approaches to Measuring the Human Capital Impacts of Infectious Disease Elimination,Anon. evaluator 2 1,methods,77,70,83,,2024-08-15T13:18:24.171-04:00
Economic vs. Epidemiological Approaches to Measuring the Human Capital Impacts of Infectious Disease Elimination,Anon. evaluator 2 1,adv_knowledge,76,64,85,,2024-08-15T13:16:54.337-04:00
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Anon. evaluator 3,adv_knowledge,85,75,90,,2024-08-15T13:03:44.804-04:00
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Anon. evaluator 3,methods,80,50,100,,2024-08-15T13:03:44.804-04:00
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Anon. evaluator 3,logic_comms,80,50,100,,2024-08-15T13:03:44.804-04:00
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Anon. evaluator 3,open_sci,70,25,80,,2024-08-15T13:03:44.804-04:00
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Anon. evaluator 3,real_world,95,70,100,,2024-08-15T13:03:44.804-04:00
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Anon. evaluator 3,gp_relevance,95,90,100,,2024-08-15T13:03:44.804-04:00
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Anon. evaluator 3,merits_journal,4.5,4,5.0,,2024-08-15T13:03:44.804-04:00
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Anon. evaluator 3,journal_predict,4.7,4,5.0,,2024-08-15T13:03:44.804-04:00
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Anon. evaluator 3,overall,85,75,90,,2024-08-15T13:03:44.804-04:00
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Anon. evaluator 2 1,journal_predict,4.7,4,5.0,,2024-08-15T13:01:56.548-04:00
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Anon. evaluator 2 1,merits_journal,4.7,4,5.0,,2024-08-15T13:01:56.548-04:00
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Anon. evaluator 2 1,overall,95,80,99,,2024-08-15T13:01:56.548-04:00
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Anon. evaluator 2 1,real_world,95,75,99,,2024-08-15T13:00:16.837-04:00
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Anon. evaluator 2 1,gp_relevance,85,70,99,,2024-08-15T13:00:16.837-04:00
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Anon. evaluator 2 1,logic_comms,90,70,95,,2024-08-15T13:00:13.950-04:00
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Anon. evaluator 2 1,open_sci,90,70,95,,2024-08-15T13:00:13.950-04:00
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Anon. evaluator 2 1,methods,90,70,95,,2024-08-15T13:00:09.466-04:00
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Anon. evaluator 2 1,adv_knowledge,95,80,99,,2024-08-15T12:59:34.624-04:00
Does Conservation Work in General Equilibrium?,Anon. Evaluator 1,overall,70,60,80,,2024-08-15T12:56:29.267-04:00
Does Conservation Work in General Equilibrium?,Anon. Evaluator 1,real_world,70,65,75,,2024-08-15T12:54:35.601-04:00
Does Conservation Work in General Equilibrium?,Anon. Evaluator 1,gp_relevance,80,68,92,,2024-08-15T12:54:35.601-04:00
Does Conservation Work in General Equilibrium?,Anon. Evaluator 1,merits_journal,4,3.8,4.2,,2024-08-15T12:54:35.601-04:00
Does Conservation Work in General Equilibrium?,Anon. Evaluator 1,journal_predict,4,3.6,4.4,,2024-08-15T12:54:35.601-04:00
Does Conservation Work in General Equilibrium?,Anon. Evaluator 1,logic_comms,65,60,70,,2024-08-15T12:54:31.949-04:00
Does Conservation Work in General Equilibrium?,Anon. Evaluator 1,open_sci,65,60,70,,2024-08-15T12:54:31.949-04:00
Does Conservation Work in General Equilibrium?,Anon. Evaluator 1,methods,70,60,80,,2024-08-15T12:54:28.091-04:00
Does Conservation Work in General Equilibrium?,Anon. Evaluator 1,adv_knowledge,80,75,85,,2024-08-15T12:54:04.764-04:00
Existential risk and growth,Ioannis Bournakis,adv_knowledge,60,55,65,,2024-08-15T12:45:07.105-04:00
Existential risk and growth,Ioannis Bournakis,methods,85,80,90,,2024-08-15T12:45:07.105-04:00
Existential risk and growth,Ioannis Bournakis,logic_comms,70,65,75,,2024-08-15T12:45:07.105-04:00
Existential risk and growth,Ioannis Bournakis,open_sci,63,60,70,,2024-08-15T12:45:07.105-04:00
Existential risk and growth,Ioannis Bournakis,real_world,65,60,72,,2024-08-15T12:45:07.105-04:00
Existential risk and growth,Ioannis Bournakis,gp_relevance,70,65,75,,2024-08-15T12:45:07.105-04:00
Existential risk and growth,Ioannis Bournakis,journal_predict,3.5,3.2,4.0,,2024-08-15T12:45:07.105-04:00
Existential risk and growth,Ioannis Bournakis,merits_journal,3.5,3.2,4.1,,2024-08-15T12:45:07.105-04:00
Existential risk and growth,Ioannis Bournakis,overall,68,60,70,,2024-08-15T12:45:07.105-04:00
Existential risk and growth,Seth G. Benzell,overall,95,80,99,,2024-08-15T12:44:54.454-04:00
Existential risk and growth,Seth G. Benzell,real_world,80,50,100,,2024-08-15T12:44:15.042-04:00
Existential risk and growth,Seth G. Benzell,gp_relevance,80,60,100,,2024-08-15T12:44:15.042-04:00
Existential risk and growth,Seth G. Benzell,journal_predict,4.5,4.2,5.0,,2024-08-15T12:44:15.042-04:00
Existential risk and growth,Seth G. Benzell,merits_journal,4.5,3,5.0,,2024-08-15T12:44:15.042-04:00
Existential risk and growth,Seth G. Benzell,open_sci,95,90,99,,2024-08-15T12:43:53.988-04:00
Existential risk and growth,Seth G. Benzell,logic_comms,90,85,95,,2024-08-15T12:43:40.016-04:00
Existential risk and growth,Seth G. Benzell,methods,90,75,95,,2024-08-15T12:43:31.956-04:00
Existential risk and growth,Seth G. Benzell,adv_knowledge,80,50,100,,2024-08-15T12:42:24.208-04:00
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,Anon. evaluation 2,adv_knowledge,65,45,85,,2024-08-15T09:31:34.362-04:00
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,Anon. evaluation 2,methods,75,65,85,,2024-08-15T09:31:34.362-04:00
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,Anon. evaluation 2,logic_comms,95,90,100,,2024-08-15T09:31:34.362-04:00
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,Anon. evaluation 2,open_sci,90,80,100,,2024-08-15T09:31:34.362-04:00
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,Anon. evaluation 2,real_world,50,25,75,,2024-08-15T09:31:34.362-04:00
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,Anon. evaluation 2,gp_relevance,90,85,95,,2024-08-15T09:31:34.362-04:00
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,Anon. evaluation 2,merits_journal,3.7,3.2,4.2,,2024-08-15T09:31:34.362-04:00
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,Anon. evaluation 2,journal_predict,3.7,3.2,4.7,,2024-08-15T09:31:34.362-04:00
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,Anon. evaluation 2,overall,85,75,95,,2024-08-15T09:31:34.362-04:00
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,Masset and Waddington,overall,50,40,60,,2024-08-15T09:30:27.330-04:00
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,Masset and Waddington,real_world,20,0,40,,2024-08-15T09:30:21.921-04:00
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,Masset and Waddington,gp_relevance,45,30,60,,2024-08-15T09:30:21.921-04:00
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,Masset and Waddington,merits_journal,2.5,2,3.0,,2024-08-15T09:30:21.921-04:00
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,Masset and Waddington,journal_predict,3.5,2,5.0,,2024-08-15T09:30:21.921-04:00
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,Masset and Waddington,logic_comms,50,30,70,,2024-08-15T09:30:17.576-04:00
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,Masset and Waddington,open_sci,35,20,50,,2024-08-15T09:30:17.576-04:00
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,Masset and Waddington,methods,50,40,60,,2024-08-15T09:30:09.070-04:00
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,Masset and Waddington,adv_knowledge,80,70,90,,2024-08-15T09:28:41.092-04:00
Forecasting Existential Risks: Evidence From a Long-Run Forecasting Tournament,Anon. evaluation 2,adv_knowledge,85,,,,2024-08-15T09:24:55.706-04:00
Forecasting Existential Risks: Evidence From a Long-Run Forecasting Tournament,Anon. evaluation 2,methods,75,,,,2024-08-15T09:24:55.706-04:00
Forecasting Existential Risks: Evidence From a Long-Run Forecasting Tournament,Anon. evaluation 2,logic_comms,75,,,,2024-08-15T09:24:55.706-04:00
Forecasting Existential Risks: Evidence From a Long-Run Forecasting Tournament,Anon. evaluation 2,open_sci,85,,,,2024-08-15T09:24:55.706-04:00
Forecasting Existential Risks: Evidence From a Long-Run Forecasting Tournament,Anon. evaluation 2,real_world,95,,,,2024-08-15T09:24:55.706-04:00
Forecasting Existential Risks: Evidence From a Long-Run Forecasting Tournament,Anon. evaluation 2,gp_relevance,95,,,,2024-08-15T09:24:55.706-04:00
Forecasting Existential Risks: Evidence From a Long-Run Forecasting Tournament,Anon. evaluation 2,overall,80,,,,2024-08-15T09:24:55.706-04:00
Forecasting Existential Risks: Evidence From a Long-Run Forecasting Tournament,Anon. evaluation 1,overall,75,60,90,,2024-08-15T09:22:08.470-04:00
Forecasting Existential Risks: Evidence From a Long-Run Forecasting Tournament,Anon. evaluation 1,merits_journal,4,3.5,5.0,,2024-08-15T09:22:02.202-04:00
Forecasting Existential Risks: Evidence From a Long-Run Forecasting Tournament,Anon. evaluation 1,journal_predict,4,3.5,5.0,,2024-08-15T09:21:55.934-04:00
Forecasting Existential Risks: Evidence From a Long-Run Forecasting Tournament,Anon. evaluation 1,gp_relevance,90,85,95,,2024-08-15T09:21:39.951-04:00
Forecasting Existential Risks: Evidence From a Long-Run Forecasting Tournament,Anon. evaluation 1,real_world,90,85,95,,2024-08-15T09:20:21.038-04:00
Forecasting Existential Risks: Evidence From a Long-Run Forecasting Tournament,Anon. evaluation 1,open_sci,70,60,80,,2024-08-15T09:20:14.684-04:00
Forecasting Existential Risks: Evidence From a Long-Run Forecasting Tournament,Anon. evaluation 1,logic_comms,80,70,90,,2024-08-15T09:20:08.702-04:00
Forecasting Existential Risks: Evidence From a Long-Run Forecasting Tournament,Anon. evaluation 1,methods,70,60,80,,2024-08-15T09:20:01.342-04:00
Forecasting Existential Risks: Evidence From a Long-Run Forecasting Tournament,Anon. evaluation 1,adv_knowledge,75,60,90,,2024-08-15T09:19:27.199-04:00
Biodiversity risk,Anon. Evaluator 2,adv_knowledge,45,39,50,,2024-08-15T09:06:15.200-04:00
Biodiversity risk,Anon. Evaluator 2,methods,45,40,50,,2024-08-15T09:06:15.200-04:00
Biodiversity risk,Anon. Evaluator 2,logic_comms,68,60,75,,2024-08-15T09:06:15.200-04:00
Biodiversity risk,Anon. Evaluator 2,open_sci,90,80,100,,2024-08-15T09:06:15.200-04:00
Biodiversity risk,Anon. Evaluator 2,real_world,63,55,70,,2024-08-15T09:06:15.200-04:00
Biodiversity risk,Anon. Evaluator 2,gp_relevance,86,75,100,,2024-08-15T09:06:15.200-04:00
Biodiversity risk,Anon. Evaluator 2,merits_journal,3.5,3.1,4.0,,2024-08-15T09:06:15.200-04:00
Biodiversity risk,Anon. Evaluator 2,journal_predict,4.4,3.3,5.0,,2024-08-15T09:06:15.200-04:00
Biodiversity risk,Anon. Evaluator 2,overall,61,51,72,,2024-08-15T09:06:15.200-04:00
Biodiversity risk,Anon. Evaluator 1,journal_predict,4.5,4,5.0,,2024-08-15T09:04:58.484-04:00
Biodiversity risk,Anon. Evaluator 1,open_sci,90,70,100,,2024-08-15T09:03:34.610-04:00
Biodiversity risk,Anon. Evaluator 1,overall,65,50,80,,2024-08-15T08:53:17.081-04:00
Biodiversity risk,Anon. Evaluator 1,merits_journal,4,3.5,4.5,,2024-08-15T08:53:14.452-04:00
Biodiversity risk,Anon. Evaluator 1,gp_relevance,92,85,100,,2024-08-15T08:53:11.366-04:00
Biodiversity risk,Anon. Evaluator 1,real_world,71,59,80,,2024-08-15T08:53:01.625-04:00
Biodiversity risk,Anon. Evaluator 1,logic_comms,81,70,91,,2024-08-15T08:52:58.990-04:00
Biodiversity risk,Anon. Evaluator 1,methods,70,60,85,,2024-08-15T08:52:56.693-04:00
Biodiversity risk,Anon. Evaluator 1,adv_knowledge,70,60,80,,2024-08-15T08:50:36.850-04:00
Legalizing Entrepreneurship,Anon. evaluation 1,adv_knowledge,60,50,70,,2024-07-09T10:50:42.081-04:00
Legalizing Entrepreneurship,Anon. evaluation 1,methods,60,50,70,,2024-07-09T10:50:42.081-04:00
Legalizing Entrepreneurship,Anon. evaluation 1,logic_comms,60,50,70,,2024-07-09T10:50:42.081-04:00
Legalizing Entrepreneurship,Anon. evaluation 1,open_sci,60,40,60,,2024-07-09T10:50:42.081-04:00
Legalizing Entrepreneurship,Anon. evaluation 1,real_world,60,70,90,,2024-07-09T10:50:42.081-04:00
Legalizing Entrepreneurship,Anon. evaluation 1,gp_relevance,60,70,90,,2024-07-09T10:50:42.081-04:00
Legalizing Entrepreneurship,Anon. evaluation 1,journal_predict,2.5,2,3,,2024-07-09T10:50:42.081-04:00
Legalizing Entrepreneurship,Anon. evaluation 2,methods,92,86,97,,2024-07-09T10:49:10.488-04:00
Legalizing Entrepreneurship,Anon. evaluation 2,logic_comms,98,95,100,,2024-07-09T10:49:10.488-04:00
Legalizing Entrepreneurship,Anon. evaluation 2,open_sci,78,72,83,,2024-07-09T10:49:10.488-04:00
Legalizing Entrepreneurship,Anon. evaluation 2,real_world,97,93,100,,2024-07-09T10:49:10.488-04:00
Legalizing Entrepreneurship,Anon. evaluation 2,gp_relevance,94,88,100,,2024-07-09T10:49:10.488-04:00
Legalizing Entrepreneurship,Anon. evaluation 2,journal_predict,4.4,4,4.7,,2024-07-09T10:49:10.488-04:00
Legalizing Entrepreneurship,Anon. evaluation 2,adv_knowledge,96,90,100,,2024-07-09T10:49:10.238-04:00
Accelerating Vaccine Innovation for Emerging Infectious Diseases via Parallel Discovery,Richard Bruns,methods,50,30,60,,2024-07-09T10:46:48.718-04:00
Accelerating Vaccine Innovation for Emerging Infectious Diseases via Parallel Discovery,Richard Bruns,logic_comms,30,10,50,,2024-07-09T10:46:48.718-04:00
Accelerating Vaccine Innovation for Emerging Infectious Diseases via Parallel Discovery,Richard Bruns,open_sci,50,30,70,,2024-07-09T10:46:48.718-04:00
Accelerating Vaccine Innovation for Emerging Infectious Diseases via Parallel Discovery,Richard Bruns,real_world,60,50,80,,2024-07-09T10:46:48.718-04:00
Accelerating Vaccine Innovation for Emerging Infectious Diseases via Parallel Discovery,Richard Bruns,gp_relevance,60,50,80,,2024-07-09T10:46:48.718-04:00
Accelerating Vaccine Innovation for Emerging Infectious Diseases via Parallel Discovery,Richard Bruns,merits_journal,2,1,3,,2024-07-09T10:46:48.718-04:00
Accelerating Vaccine Innovation for Emerging Infectious Diseases via Parallel Discovery,Richard Bruns,journal_predict,2,1,4,,2024-07-09T10:46:48.718-04:00
Accelerating Vaccine Innovation for Emerging Infectious Diseases via Parallel Discovery,Richard Bruns,adv_knowledge,35,10,50,,2024-07-09T10:46:48.495-04:00
Effects of Emigration on Rural Labor Markets,Frank Gyimah Sackey,journal_predict,2.5,1,3,,2024-07-09T10:45:04.453-04:00
Effects of Emigration on Rural Labor Markets,Frank Gyimah Sackey,gp_relevance,70,50,90,,2024-07-09T10:44:34.338-04:00
Effects of Emigration on Rural Labor Markets,Frank Gyimah Sackey,real_world,70,50,90,,2024-07-09T10:44:22.035-04:00
Effects of Emigration on Rural Labor Markets,Frank Gyimah Sackey,open_sci,70,50,90,,2024-07-09T10:44:17.430-04:00
Effects of Emigration on Rural Labor Markets,Frank Gyimah Sackey,logic_comms,70,50,90,,2024-07-09T10:44:05.350-04:00
Effects of Emigration on Rural Labor Markets,Frank Gyimah Sackey,methods,70,50,90,,2024-07-09T10:43:59.080-04:00
Effects of Emigration on Rural Labor Markets,Frank Gyimah Sackey,adv_knowledge,70,50,90,,2024-07-09T10:43:49.564-04:00
Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,Anon. evaluator 2 1,adv_knowledge,80,85,95,,2024-07-09T10:36:34.095-04:00
Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,Anon. evaluator 2 1,methods,80,65,75,,2024-07-09T10:36:34.095-04:00
Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,Anon. evaluator 2 1,logic_comms,90,80,90,,2024-07-09T10:36:34.095-04:00
Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,Anon. evaluator 2 1,open_sci,90,70,80,,2024-07-09T10:36:34.095-04:00
Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,Anon. evaluator 2 1,real_world,90,90,100,,2024-07-09T10:36:34.095-04:00
Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,Anon. evaluator 2 1,gp_relevance,90,90,100,,2024-07-09T10:36:34.095-04:00
Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,Anon. evaluator 2 1,journal_predict,4,,,,2024-07-09T10:36:34.095-04:00
Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,Karthik Tadepalli,methods,80,70,95,,2024-07-09T10:34:31.367-04:00
Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,Karthik Tadepalli,logic_comms,90,88,92,,2024-07-09T10:34:31.367-04:00
Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,Karthik Tadepalli,open_sci,80,75,95,,2024-07-09T10:34:31.367-04:00
Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,Karthik Tadepalli,real_world,95,90,100,,2024-07-09T10:34:31.367-04:00
Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,Karthik Tadepalli,gp_relevance,95,80,100,,2024-07-09T10:34:31.367-04:00
Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,Karthik Tadepalli,journal_predict,4,3,5,,2024-07-09T10:34:31.367-04:00
Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,Karthik Tadepalli,adv_knowledge,80,70,85,,2024-07-09T10:34:31.149-04:00
Replicability & Generalisability:  A Guide to CEA discounts,Max Meier,methods,10,0,40,,2024-07-09T10:31:48.203-04:00
Replicability & Generalisability:  A Guide to CEA discounts,Max Meier,logic_comms,30,10,50,,2024-07-09T10:31:48.203-04:00
Replicability & Generalisability:  A Guide to CEA discounts,Max Meier,real_world,,,,,2024-07-09T10:31:48.203-04:00
Replicability & Generalisability:  A Guide to CEA discounts,Max Meier,gp_relevance,50,10,80,,2024-07-09T10:31:48.203-04:00
Replicability & Generalisability:  A Guide to CEA discounts,Max Meier,journal_predict,,,,,2024-07-09T10:31:48.203-04:00
Replicability & Generalisability:  A Guide to CEA discounts,Max Meier,open_sci,10,,,,2024-07-09T10:31:48.203-04:00
Replicability & Generalisability:  A Guide to CEA discounts,Max Meier,merits_journal,,,,,2024-07-09T10:31:48.203-04:00
Replicability & Generalisability:  A Guide to CEA discounts,Max Meier,adv_knowledge,50,20,70,,2024-07-09T10:31:47.848-04:00
Replicability & Generalisability:  A Guide to CEA discounts,Anon. evaluator 1,adv_knowledge,30,20,80,,2024-07-09T10:28:27.861-04:00
Replicability & Generalisability:  A Guide to CEA discounts,Anon. evaluator 1,methods,,,,,2024-07-09T10:28:27.861-04:00
Replicability & Generalisability:  A Guide to CEA discounts,Anon. evaluator 1,logic_comms,30,10,70,,2024-07-09T10:28:27.861-04:00
Replicability & Generalisability:  A Guide to CEA discounts,Anon. evaluator 1,open_sci,10,0,50,,2024-07-09T10:28:27.861-04:00
Replicability & Generalisability:  A Guide to CEA discounts,Anon. evaluator 1,real_world,,,,,2024-07-09T10:28:27.861-04:00
Replicability & Generalisability:  A Guide to CEA discounts,Anon. evaluator 1,gp_relevance,70,50,95,,2024-07-09T10:28:27.861-04:00
Replicability & Generalisability:  A Guide to CEA discounts,Anon. evaluator 1,journal_predict,,,,,2024-07-09T10:28:27.861-04:00
Replicability & Generalisability:  A Guide to CEA discounts,Anon. evaluator 1,merits_journal,,,,,2024-07-09T10:28:27.351-04:00
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,Anon. evaluator 2 1,adv_knowledge,85,75,95,,2024-07-09T10:25:54.297-04:00
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,Anon. evaluator 2 1,methods,40,30,60,,2024-07-09T10:25:54.297-04:00
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,Anon. evaluator 2 1,logic_comms,85,60,90,,2024-07-09T10:25:54.297-04:00
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,Anon. evaluator 2 1,open_sci,90,85,95,,2024-07-09T10:25:54.297-04:00
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,Anon. evaluator 2 1,real_world,90,85,95,,2024-07-09T10:25:54.297-04:00
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,Anon. evaluator 2 1,gp_relevance,90,85,95,,2024-07-09T10:25:54.297-04:00
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,Anon. evaluator 2 1,journal_predict,4.3,4,4.5,,2024-07-09T10:25:54.297-04:00
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,Anon. evaluator 1,journal_predict,4.5,4,5.0,,2024-07-09T10:25:03.208-04:00
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,Anon. evaluator 1,gp_relevance,70,60,80,,2024-07-09T10:24:42.667-04:00
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,Anon. evaluator 1,real_world,80,75,85,,2024-07-09T10:24:06.793-04:00
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,Anon. evaluator 1,open_sci,70,65,75,,2024-07-09T10:24:00.263-04:00
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,Anon. evaluator 1,logic_comms,70,65,75,,2024-07-09T10:23:32.239-04:00
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,Anon. evaluator 1,methods,75,70,80,,2024-07-09T10:23:22.988-04:00
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,Anon. evaluator 1,adv_knowledge,80,75,85,,2024-07-09T10:23:13.120-04:00
