label_paper_title,status,research_url,doi,main_cause_cat,main_cause_cat_abbrev,secondary_cause_cat,publication_status,working_paper_release_date,topic_subfield,source_main
Losing target: Randomized environmental inspections and law enforcement efficiency,"deprioritized bc. of journal-publication status, authors' permission, age, etc.",,,"The Environment: Harm to human health, biodiversity, risks and climate change",Environment,,,2024-06-24T00:00:00.000-04:00,"Environment/Environment and Resource economics,Policy",submitted (by author(s))
When do Nudges Increase Welfare?,"50_published evaluations (on PubPub, by Unjournal)",https://www.nber.org/papers/w30740,doi.org/10.3386/w30740,"Other: Economics/welfare, growth, policy, global markets and population","Econ., welfare, misc.","Attitudes & behaviors ,Other Economics/Welfare/Growth",Conditionally accepted,2022-12-12T00:00:00.000-05:00,"Attitudes and behaviors (Altruism, moral circles, animal consumption, effectiveness, political attitudes, etc.)",
"Merit, Inequality, and Opportunity: The Impact of Malawi’s Secondary Schools",deprioritized -- low ratings/voting,https://www.cgdev.org/sites/default/files/merit-inequality-and-opportunity-impact-malawis-selective-secondary-schools.pdf,,Economic development & governance (LMICs),Dev. econ/gov. (LMICs),,Working paper/mimeo; not published in a peer-reviewed journal,,,
"Global Risk, Non-Bank Financial Intermediation, and Emerging Market Vulnerabilities","deprioritized bc. of journal-publication status, authors' permission, age, etc.",https://www.annualreviews.org/content/journals/10.1146/annurev-economics-082222-074901,,"Other: Economics/welfare, growth, policy, global markets and population","Econ., welfare, misc.",Economic development & governance (LMICs),"published, decent journal ",,,internal-NBER
Long-term cost-effectiveness of interventions for loss of electricity/industry compared to artificial general intelligence safety,deprioritized -- low ratings/voting,https://eujournalfuturesresearch.springeropen.com/articles/10.1186/s40309-021-00178-z,,Emerging technologies: social and economic impacts (focus: AI),Social impact of tech/AI,,"Published, ? journal",,,submitted (by author(s))
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,"50_published evaluations (on PubPub, by Unjournal)",https://www.nber.org/papers/w31354,doi.org/10.3386/w31354,Economic development & governance (LMICs),Dev. econ/gov. (LMICs),,Working paper/mimeo; not published in a peer-reviewed journal,2023-06-19T00:00:00.000-04:00,"Labor Economics,Migration",internal-NBER
Health Knowledge and Non-Pharmaceutical Interventions During the COVID-19 Pandemic in Africa,deprioritized -- low ratings/voting,https://www.nber.org/papers/w28316,https://doi.org/10.1016/j.jebo.2021.06.045,Global health; “Health & well-being in low-income countries”,Global health (LMICs),"Catastrophic & existential risks, the long-term future, forecasting","published, decent journal ",,"Health, Education, and Welfare,Development/Development Economics,Development and Growth,Covid-19,Health Policy/Health economics",internal-NBER
Longer-run Economic Consequences of Pandemics,01_Needs prioritization/assessor rating,https://www.nber.org/papers/w26934,https://doi.org/10.1162/rest_a_01042,"Catastrophic and existential risks,  the long-term future, forecasting","Catastrophic & X-risk, LT, forecasting",Other Economics/Welfare/Growth,"Published, ~top journal",,"International Economics,Covid-19",internal-NBER
The Environmental Effects of Economic Production: Evidence from Ecological Observations,"50_published evaluations (on PubPub, by Unjournal)",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4614212,doi.org/10.3386/w29357,Economic development & governance (LMICs),Dev. econ/gov. (LMICs),"Environment, biodiversity, climate",Working paper/mimeo; not published in a peer-reviewed journal,2021-10-11T00:00:00.000-04:00,"Development and Growth,Renewable Resources,Environment/Environment and Resource economics,Policy",internal-NBER
"Top Talent, Elite Colleges, and Migration: Evidence from the Indian Institutes of Technology","deprioritized bc. of journal-publication status, authors' permission, age, etc.",https://www.nber.org/papers/w31308,,"Other: Economics/welfare, growth, policy, global markets and population","Econ., welfare, misc.",Economic development & governance (LMICs),"published, decent journal ",,Migration,internal-NBER
Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,"50_published evaluations (on PubPub, by Unjournal)",https://static1.squarespace.com/static/60d0c05ace34212ef5a1131b/t/645a72201a2a280635acb739/1683649057454/Angrist_Ainomugisha_Bathena_Bergman_et-al_Building-Resilient-Education-Systems_2023.pdf,doi.org/10.3386/w31208,Economic development & governance (LMICs),Dev. econ/gov. (LMICs),Global health (LMICs),Working paper/mimeo; not published in a peer-reviewed journal,,,internal-NBER
"Forced Displacement, Mental Health, and Child Development: Evidence from the Rohingya Refugees",authors rejected/blocked us,https://www.povertyactionlab.org/sites/default/files/research-paper/wp9686_Forced-Displacement-Mental-Health-Rohingya-Refugees_Oct2022.pdf,,Global health; “Health & well-being in low-income countries”,Global health (LMICs),Attitudes & behaviors ,book chapter,,"Global Health/ interventions,Mental Health Interventions",suggested - externally - NGO
Dust pollution from the Sahara and African infant mortality,"deprioritized bc. of journal-publication status, authors' permission, age, etc.",https://web.stanford.edu/~mburke/papers/heftneal_et_al_dust_2020.pdf,https://doi.org/10.1038/s41893-020-0562-1,Global health; “Health & well-being in low-income countries”,Global health (LMICs),,"published, decent journal ",,"Development and Growth,Development/Development Economics,Environment/Environment and Resource economics",internal-NBER
Draft report on AI timelines,deprioritized -- low ratings/voting,https://www.lesswrong.com/posts/KrJfoZzpSDpnrv9va/draft-report-on-ai-timelines,,"Catastrophic and existential risks,  the long-term future, forecasting","Catastrophic & X-risk, LT, forecasting",,Working paper/mimeo; not published in a peer-reviewed journal,,,suggested - externally - NGO
Generative AI at Work,deprioritized -- low ratings/voting,https://www.nber.org/system/files/working_papers/w31161/w31161.pdf,,Emerging technologies: social and economic impacts (focus: AI),Social impact of tech/AI,Other Economics/Welfare/Growth,Published - CHECK,,,internal-NBER
The Elasticity of Science,"deprioritized bc. of journal-publication status, authors' permission, age, etc.",https://www.kylemyers.org/_files/ugd/73b908_0a793223c0a644bc8ce519636abdc456.pdf,https://www.kylemyers.org/_files/ugd/73b908_0a793223c0a644bc8ce519636abdc456.pdf,"Innovation, meta-science, and research",Innovation & meta-science,,"Published, ~top journal",,,
Choose Your Moments: [NIH] Peer Review and Scientific Risk Taking,"50_published evaluations (on PubPub, by Unjournal)",https://jeffreyshrader.com/papers/choose_your_moments.pdf,https://doi.org/10.3386/w31409,"Innovation, meta-science, and research",Innovation & meta-science,,Working paper/mimeo; not published in a peer-reviewed journal,,,
The Wandering Scholars: Understanding the Heterogeneity of University Commercialization,"deprioritized bc. of journal-publication status, authors' permission, age, etc.",https://www.hbs.edu/faculty/Pages/item.aspx?num=65320,https://doi.org/10.3386/w32069,"Innovation, meta-science, and research",Innovation & meta-science,,Conditionally accepted,2024-01-18T00:00:00.000-05:00,"Metascience,Innovation and R&D,the economics of science and innovation",
Animals and Social Welfare,deprioritized -- low ratings/voting,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4113271,doi.org/10.1007/s00355-023-01495-x,Markets for products with large externalities (focus: animal agriculture),"Animal welfare, markets",Other Economics/Welfare/Growth,"published, decent journal ",2024-04-23T00:00:00.000-04:00,"Animal welfare,Agriculture/ Ag econ",
Behavioral Evidence for Global Consciousness Transcending National Parochialism,01_Needs prioritization/assessor rating,https://www.researchgate.net/publication/370908621_Behavioral_Evidence_for_Global_Consciousness_Transcending_National_Parochialism,https://doi.org/10.1038/s41598-023-47333-z,"Attitudes and behaviors (Altruism, moral circles, animal consumption, effectiveness, political attitudes, etc.) [Psychology/behavioral economics adjacent group]","Attitudes, behaviors, psych, misinfo.",,"Published, ? journal",,,
Giving farm animals a name and a face: Eliciting animal advocacy among omnivores using the identifiable victim effect,deprioritized -- low ratings/voting,https://osf.io/preprints/psyarxiv/ybpm4,https://doi.org/10.1016/j.jenvp.2023.102193,"Attitudes and behaviors (Altruism, moral circles, animal consumption, effectiveness, political attitudes, etc.) [Psychology/behavioral economics adjacent group]","Attitudes, behaviors, psych, misinfo.",,Published: Psychology journal,,,
"Ends versus Means: Kantians, Utilitarians, and Moral Decisions",30_contacting/awaiting_authors_response_to_evaluation,https://rbenabou.scholar.princeton.edu/sites/g/files/toruqf3331/files/documents/NBER_WP.pdf,https://doi.org/10.3386/w32073,"Other: Theory and philosophy, artificial intelligence, natural science, etc.","Other: Theory, etc. ",Attitudes & behaviors ,Working paper/mimeo; not published in a peer-reviewed journal,2024-01-29T00:00:00.000-05:00,"Attitudes and behaviors (Altruism, moral circles, animal consumption, effectiveness, political attitudes, etc.)",
Digital Information Provision and Behavior Change: Lessons from Six Experiments in East Africa,"deprioritized bc. of journal-publication status, authors' permission, age, etc.",https://bfi.uchicago.edu/wp-content/uploads/2024/01/BFI_WP_2024-08.pdf,10.3386/w32048,Economic development & governance (LMICs),Dev. econ/gov. (LMICs),,Working paper/mimeo; not published in a peer-reviewed journal,2024-01-01T00:00:00.000-05:00,"Development and Growth,Agriculture/ Ag econ",
"A Framework for Economic Growth with Capital-Embodied Technicality Change
","deprioritized bc. of journal-publication status, authors' permission, age, etc.",https://www.nber.org/papers/w30459,doi.org/10.1257/aer.20221180,"Other: Economics/welfare, growth, policy, global markets and population","Econ., welfare, misc.",,"Published, ~top journal",,,
Long-term effects of lead,deprioritized -- low ratings/voting,https://www.nber.org/papers/w31957,https://doi.org/10.3386/w31957,Global health; “Health & well-being in low-income countries”,Global health (LMICs),,Working paper/mimeo; not published in a peer-reviewed journal,2023-12-01T00:00:00.000-05:00,Health Policy/Health economics,
Copyright Policy Options for Generative Artificial Intelligence,02_final consideration needed,https://www.nber.org/papers/w32106,https://doi.org/10.3386/w32106,Emerging technologies: social and economic impacts (focus: AI),Social impact of tech/AI,,Forthcoming,2024-02-05T00:00:00.000-05:00,,
How Learning About Harms Impacts the Optimal Rate of Artificial Intelligence Adoption,02_final consideration needed,https://www.nber.org/papers/w32105?utm_campaign=ntwh&utm_medium=email&utm_source=ntwg2,https://doi.org/10.3386/w32105,"Catastrophic and existential risks,  the long-term future, forecasting","Catastrophic & X-risk, LT, forecasting",Other Economics/Welfare/Growth,Forthcoming,2024-02-05T00:00:00.000-05:00,,
Urban Forests: Environmental Health Values and Risks,"50_published evaluations (on PubPub, by Unjournal)",https://static1.squarespace.com/static/56034c20e4b047f1e0c1bfca/t/64cc6e2433011927e704dd75/1691119145031/XHXXZ_urbanforest_2023-8-3.pdf,doi.org/10.3386/w31554,"The Environment: Harm to human health, biodiversity, risks and climate change",Environment,,Revise and resubmit,2023-08-01T00:00:00.000-04:00,Environment/Environment and Resource economics,
What drives poor quality of care for child diarrhea?,deprioritized - no open access version,https://www.science.org/doi/10.1126/science.adj9986,doi.org/10.1126/science.adj9986,Global health; “Health & well-being in low-income countries”,Global health (LMICs),,"Published, ~top journal",2024-02-09T00:00:00.000-05:00,Global Health/ interventions,
AI-Augmented Predictions: LLM Assistants Improve Human Forecasting Accuracy,10_seeking_(more)_evaluators,https://dl.acm.org/doi/abs/10.1145/3707649,https://doi.org/10.48550/arXiv.2402.07862,Emerging technologies: social and economic impacts (focus: AI),Social impact of tech/AI,,R&R - CHECK,,,
Effective and Scalable Math Support: Evidence on the Impact of an AITutor on Math Achievement in Ghana,03_awaiting authors' consent (if needed) or update,https://arxiv.org/ftp/arxiv/papers/2402/2402.09809.pdf,https://doi.org/10.1007/978-3-031-64315-6_34,Emerging technologies: social and economic impacts (focus: AI),Social impact of tech/AI,,book chapter,,,
Robots For Economic Development,03_awaiting authors' consent (if needed) or update,https://www.econstor.eu/handle/10419/249581,https://doi.org/10.1016/j.labeco.2025.102731,Emerging technologies: social and economic impacts (focus: AI),Social impact of tech/AI,Other Economics/Welfare/Growth,R&R at ~top/decent journal,2022-02-01T00:00:00.000-05:00,"Labor Economics,economic growth",suggested - internally
Moral expansiveness around the world: The role of societal factors across 36 countries,10_seeking_(more)_evaluators,https://journals.sagepub.com/doi/10.1177/19485506221101767,https://doi.org/10.1177/19485506221101767,"Attitudes and behaviors (Altruism, moral circles, animal consumption, effectiveness, political attitudes, etc.) [Psychology/behavioral economics adjacent group]","Attitudes, behaviors, psych, misinfo.",Attitudes & behaviors ,Published: Psychology journal,,,
Humans First: Why people value animals less than humans,deprioritized -- low ratings/voting,http://files.luciuscaviola.com/Caviola-et-al_2022_Humans_first.pdf,,"Attitudes and behaviors (Altruism, moral circles, animal consumption, effectiveness, political attitudes, etc.) [Psychology/behavioral economics adjacent group]","Attitudes, behaviors, psych, misinfo.","Animal Welfare (markets, attitudes)",Published: Psychology journal,,,suggested - internally
National parochialism is ubiquitous across 42 nations around the world. Nature Communications. ,deprioritized -- low ratings/voting,https://www.nature.com/articles/s41467-021-24787-1,https://doi.org/10.1038/s41467-021-24787-1,"Attitudes and behaviors (Altruism, moral circles, animal consumption, effectiveness, political attitudes, etc.) [Psychology/behavioral economics adjacent group]","Attitudes, behaviors, psych, misinfo.",,Published - CHECK,,,internal-from-syllabus-agenda-policy-database
"Empathy, Motivated Reasoning, and Redistribution",03_awaiting authors' consent (if needed) or update,https://web.stanford.edu/~tingyan/files/Empathy_JMP.pdf,,"Attitudes and behaviors (Altruism, moral circles, animal consumption, effectiveness, political attitudes, etc.) [Psychology/behavioral economics adjacent group]","Attitudes, behaviors, psych, misinfo.",Other Economics/Welfare/Growth,Unpublished,,,submitted (by author(s))
"Catastrophic climate change, population ethics and intergenerational equity",deprioritized -- low ratings/voting,https://ethz.ch/content/dam/ethz/special-interest/mtec/cer-eth/resource-econ-dam/documents/research/sured/sured-2018/58-MEJEAN%20et%20al%20SURED.pdf,,"Other: Economics/welfare, growth, policy, global markets and population","Econ., welfare, misc.","Environment, biodiversity, climate","Published, ? journal",,,internal-from-syllabus-agenda-policy-database
Consumer preferences for cage-free eggs and impacts of retailer pledges,deprioritized -- low ratings/voting,https://onlinelibrary.wiley.com/doi/epdf/10.1002/agr.21580,,Markets for products with large externalities (focus: animal agriculture),"Animal welfare, markets","Attitudes & behaviors ,Altruism & charity","Published, ? journal",,,suggested - internally
Who Stands on the Shoulders of Chinese (Scientific) Giants? Evidence from Chemistry,01_Needs prioritization/assessor rating,https://www.nber.org/papers/w30772,https://doi.org/10.3386/w30772,"Innovation, meta-science, and research",Innovation & meta-science,,"Published, ? journal",2023-07-01T00:00:00.000-04:00,Metascience,
"Barriers to Education Technology Tools Faced by Educators in Pakistan, with a Focus on Mobile Internet Connectivity",deprioritized - no open access version,,,Economic development & governance (LMICs),Dev. econ/gov. (LMICs),,,,,submitted (by author(s))
Informing Mothers about the Benefits of Conversing with Infants: Experimental Evidence from Ghana,"deprioritized bc. of journal-publication status, authors' permission, age, etc.",https://seemajayachandran.com/infant_directed_speech.pdf,doi.org/10.3386/w31264,Global health; “Health & well-being in low-income countries”,Global health (LMICs),,Forthcoming,,,internal-NBER
Germs in the Family: The Long-Term Consequences of Intra-Household Endemic Respiratory Disease Spread,02_final consideration needed,https://www.ipr.northwestern.edu/documents/working-papers/2021/wp-21-53.pdf,doi.org/10.3386/w29524,"Health and well-being (global, including wealthy countries)",Health (all countries),"Pandemic, disease, and bio-risks",R&R at ~top/decent journal,,"Health, Education, and Welfare,Health Policy/Health economics,Infectious Disease Modelling,epidemiology",internal-NBER
Persistence: A critical review,deprioritized -- out of scope or other subjective judgment or managerial concern,https://docs.google.com/document/d/14ULAaTofWiQbTCP1ekuaenQJ6saXEzjgiKMznIBrXvQ/edit,,"Catastrophic and existential risks,  the long-term future, forecasting","Catastrophic & X-risk, LT, forecasting",Empirical methods & measurement,Web page/informal post,,meta-analysis,suggested - externally
Understanding the Impacts of a Natural Disaster: Evidence from the 2004 Indian Ocean Tsunami,deprioritized -- low ratings/voting,https://www.nber.org/papers/w31132,https://doi.org/10.1007/978-3-031-28089-4_11,"Catastrophic and existential risks,  the long-term future, forecasting","Catastrophic & X-risk, LT, forecasting",Economic development & governance (LMICs),book chapter,,,internal-NBER
Harms of AI,deprioritized -- low ratings/voting,https://economics.mit.edu/sites/default/files/publications/Harms%20of%20AI.pdf,doi.org/10.3386/w29247,Emerging technologies: social and economic impacts (focus: AI),Social impact of tech/AI,Other Economics/Welfare/Growth,book chapter,,"Development and Growth,Innovation and R&D,Economic Systems,Industrial Organization",internal-NBER
"Reducing Bias Among Health Care Providers: Experimental Evidence From Tanzania, Burkina Faso, and Pakistan","deprioritized bc. of journal-publication status, authors' permission, age, etc.",https://www.nber.org/papers/w31269,doi.org/10.3386/w31269,Global health; “Health & well-being in low-income countries”,Global health (LMICs),Economic development & governance (LMICs),Conditionally accepted,,,internal-NBER
What happens when the machines stop? [FLAG: internal author],deprioritized -- out of scope or other subjective judgment or managerial concern,https://doi.org/10.31235/osf.io/2vctm,,"Catastrophic and existential risks,  the long-term future, forecasting","Catastrophic & X-risk, LT, forecasting",,Working paper/mimeo; not published in a peer-reviewed journal,,,submitted (by author(s))
"The Missing Middle Managers: Labor Costs, Firm Structure, and Development",deprioritized -- low ratings/voting,https://www.nber.org/papers/w30592,,Economic development & governance (LMICs),Dev. econ/gov. (LMICs),,Working paper/mimeo; not published in a peer-reviewed journal,,"Development and Growth,Policy",internal-NBER
The Impact of Group Size on Giving Versus Demand for Redistribution [renamed],01_Needs prioritization/assessor rating,https://www.nber.org/papers/w29375,https://doi.org/10.1016/j.jpubeco.2024.105200,"Attitudes and behaviors (Altruism, moral circles, animal consumption, effectiveness, political attitudes, etc.) [Psychology/behavioral economics adjacent group]","Attitudes, behaviors, psych, misinfo.",Altruism & charity,"Published, ? journal",,"Health, Education, and Welfare,Poverty and Wellbeing",internal-NBER
Uncertainty and Individual Discretion in Allocating Research Funds,03_awaiting authors' consent (if needed) or update,https://www.nber.org/papers/w32033,doi.org/10.3386/w32033,"Innovation, meta-science, and research",Innovation & meta-science,,Working paper/mimeo; not published in a peer-reviewed journal,,,
Surplus Appropriation from R&D and Health Care Technology Assessment Procedures,"deprioritized bc. of journal-publication status, authors' permission, age, etc.",https://www.nber.org/papers/w12016,10.3386/w12016,"Health and well-being (global, including wealthy countries)",Health (all countries),"Innovation, meta-science, & research",Working paper/mimeo; not published in a peer-reviewed journal,,"Health, Education, and Welfare,Health Policy/Health economics",internal-NBER
Randomization in the Tropics Revisited: a Theme and Eleven Variations,deprioritized -- low ratings/voting,https://academic.oup.com/book/31966/chapter/267702059,,Global health; “Health & well-being in low-income countries”,Global health (LMICs),Economic development & governance (LMICs),Working paper/mimeo; not published in a peer-reviewed journal,,"Econometrics,Experimental Design/Experimental economics,Development and Growth",internal-NBER
Global variation in subjective well-being predicts seven forms of altruism. ,02_final consideration needed,https://www.researchgate.net/profile/Shawn-Rhoads/publication/351196245_Global_variation_in_subjective_well-being_predicts_seven_forms_of_altruism/links/609b49e2a6fdccaebd255046/Global-variation-in-subjective-well-being-predicts-seven-forms-of-altruism.pdf,doi.org/10.1177/0956797621994767,"Attitudes and behaviors (Altruism, moral circles, animal consumption, effectiveness, political attitudes, etc.) [Psychology/behavioral economics adjacent group]","Attitudes, behaviors, psych, misinfo.",,Published: Psychology journal,,,internal-from-syllabus-agenda-policy-database
The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,"50_published evaluations (on PubPub, by Unjournal)",https://lirias.kuleuven.be/3946788?limo=0,doi.org/10.1080/21606544.2022.2138980,Markets for products with large externalities (focus: animal agriculture),"Animal welfare, markets",Attitudes & behaviors ,"published, decent journal ",,Development/Development Economics,
Structural Uncertainty and the Value of Statistical Life in the Economics of Catastrophic Climate Change,01_Needs prioritization/assessor rating,https://www.nber.org/papers/w13490,https://doi.org/10.1093/reep/rer006,"Catastrophic and existential risks,  the long-term future, forecasting","Catastrophic & X-risk, LT, forecasting","Environment, biodiversity, climate","Published, ? journal",,Environment/Environment and Resource economics,internal-NBER
Forecasting Existential Risks: Evidence From a Long-Run Forecasting Tournament,"50_published evaluations (on PubPub, by Unjournal)",https://forecastingresearch.org/s/XPT.pdf,,"Catastrophic and existential risks,  the long-term future, forecasting","Catastrophic & X-risk, LT, forecasting",,Working paper/mimeo; not published in a peer-reviewed journal,,,suggested - internally
Generation Next: Experimentation with AI,deprioritized -- low ratings/voting,https://www.nber.org/papers/w31679,https://doi.org/10.3386/w31679,Emerging technologies: social and economic impacts (focus: AI),Social impact of tech/AI,,Working paper/mimeo; not published in a peer-reviewed journal,2023-09-01T00:00:00.000-04:00,,
Concentration and Resilience in the US Meat Supply Chains,01_Needs prioritization/assessor rating,https://www.nber.org/papers/w29103,https://doi.org/10.7208/chicago/9780226829234-010,Markets for products with large externalities (focus: animal agriculture),"Animal welfare, markets",Other Economics/Welfare/Growth,book chapter,,"Industrial Organization,Market Structure and Firm Performance,Agriculture/ Ag econ,Covid-19,Environment/Environment and Resource economics",internal-NBER
Pharmaceutical Pricing and R&D as a Global Public Good,"50_published evaluations (on PubPub, by Unjournal)",https://www.nber.org/system/files/working_papers/w31272/w31272.pdf,doi.org/10.3386/w31272,"Other: Economics/welfare, growth, policy, global markets and population","Econ., welfare, misc.","Health & well-being (all countries) ,International conflict, governance, authoritarianism",Working paper/mimeo; not published in a peer-reviewed journal,,,internal-NBER
Every little helps: exploring meat and animal product consumption in the Tesco 1.0 dataset,deprioritized -- low ratings/voting,https://cabiagbio.biomedcentral.com/articles/10.1186/s43170-023-00178-y,https://doi.org/10.1186/s43170-023-00178-y,Markets for products with large externalities (focus: animal agriculture),"Animal welfare, markets",,Published - CHECK,,"Animal welfare,consumer preferences,Agriculture/ Ag econ,Food Systems/Food Security",submitted (by author(s))
Population ethical intuitions. Cognition. http://sciencedirect.com/science/article/abs/pii/S0010027721003644?via%3Dihub,"50_published evaluations (on PubPub, by Unjournal)",https://bpb-us-w2.wpmucdn.com/web.sas.upenn.edu/dist/c/183/files/2022/07/Caviola-et-al-2022-Population-ethical-intuitions-COGNITION.pdf,https://doi.org/10.1016/j.cognition.2021.104941,"Attitudes and behaviors (Altruism, moral circles, animal consumption, effectiveness, political attitudes, etc.) [Psychology/behavioral economics adjacent group]","Attitudes, behaviors, psych, misinfo.",,Published: Psychology journal,,,internal-from-syllabus-agenda-policy-database
A Model of Online Misinformation,"deprioritized bc. of journal-publication status, authors' permission, age, etc.",https://www.nber.org/system/files/working_papers/w28884/w28884.pdf,,Beliefs and misinformation,Beliefs & misinformation,,Working paper/mimeo; not published in a peer-reviewed journal,,,internal-NBER
Misinformation During a Pandemic,"deprioritized bc. of journal-publication status, authors' permission, age, etc.",https://www.nber.org/papers/w27417,,"Health and well-being (global, including wealthy countries)",Health (all countries),"Pandemic, disease, and bio-risks,Catastrophic & existential risks, the long-term future, forecasting,Global health (LMICs),Beliefs & misinformation","Published, ~top journal",,"Microeconomics,Health, Education, and Welfare,Poverty and Wellbeing,Covid-19",internal-NBER
Egg producer attitudes and expectations regarding the transition to cage-free production: a mixed-methods approach,deprioritized -- low ratings/voting,https://www.sciencedirect.com/science/article/pii/S0032579123005771,,Markets for products with large externalities (focus: animal agriculture),"Animal welfare, markets",Attitudes & behaviors ,"Published, ? journal",,Animal welfare,suggested - internally
Randomized Regulation: The Impact of Minimum Quality Standards on Health Markets,01_Needs prioritization/assessor rating,https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099512203282320098/idu0932a20f9092e104d0c0a67a02b09390486b1,doi.org/10.3386/w31203,Global health; “Health & well-being in low-income countries”,Global health (LMICs),Economic development & governance (LMICs),Working paper/mimeo; not published in a peer-reviewed journal,,,internal-NBER
Carbon Pricing with Regressive Co-benefits: Evidence from British Columbia’s Carbon Tax,deprioritized -- low ratings/voting,https://lorenzosileci.com/assets/pdf/JMP.pdf,,"The Environment: Harm to human health, biodiversity, risks and climate change",Environment,,Working paper/mimeo; not published in a peer-reviewed journal,2023-11-01T00:00:00.000-04:00,Environment/Environment and Resource economics,
Stagnation and Scientific Incentives,"50_published evaluations (on PubPub, by Unjournal)",https://www.nber.org/system/files/working_papers/w26752/w26752.pdf,10.3386/w26752,"Innovation, meta-science, and research",Innovation & meta-science,,Working paper/mimeo; not published in a peer-reviewed journal,,"Health, Education, and Welfare,Development and Growth,Innovation and R&D,Health Policy/Health economics",internal-NBER
The Surrogate Index: Combining Short-Term Proxies to Estimate Long-Term Treatment Effects More Rapidly and Precisely.,deprioritized -- out of scope or other subjective judgment or managerial concern,https://opportunityinsights.org/wp-content/uploads/2019/11/surrogate_paper.pdf,doi.org/10.3386/w26463,"Catastrophic and existential risks,  the long-term future, forecasting","Catastrophic & X-risk, LT, forecasting","Empirical methods & measurement,Global health (LMICs)",Forthcoming,,Econometrics,internal-from-syllabus-agenda-policy-database
Does online fundraising increase charitable giving? A nationwide field experiment on Facebook,20_awaiting_evaluations,https://bibliothek.wzb.eu/pdf/2024/ii20-302r2.pdf,,"Attitudes and behaviors (Altruism, moral circles, animal consumption, effectiveness, political attitudes, etc.) [Psychology/behavioral economics adjacent group]","Attitudes, behaviors, psych, misinfo.",Other Economics/Welfare/Growth,"published, decent journal ",,,suggested - internally
From mostly vegetarian to fully vegetarian: Meat avoidance and the expression of social identity,deprioritized -- low ratings/voting,https://www.sciencedirect.com/science/article/pii/S0950329320302329,,"Attitudes and behaviors (Altruism, moral circles, animal consumption, effectiveness, political attitudes, etc.) [Psychology/behavioral economics adjacent group]","Attitudes, behaviors, psych, misinfo.",,Published - CHECK,,,suggested - externally - NGO
Does Combating Corruption Reduce Clientelism?,02_final consideration needed,https://www.nber.org/papers/w31266,doi.org/10.3386/w31266,"International cooperation and conflict, behavior of large governments; authoritarianism","International coop/conflict, govt.",Economic development & governance (LMICs),R&R at ~top/decent journal,,,internal-NBER
The impact of weather shocks on exports,deprioritized -- low ratings/voting,https://leannecass.com/uploads/LCassJMP.pdf,,"Other: Economics/welfare, growth, policy, global markets and population","Econ., welfare, misc.",,Working paper/mimeo; not published in a peer-reviewed journal,2023-11-01T00:00:00.000-04:00,Environment/Environment and Resource economics,
General equilibrium effects of cash transfers: experimental evidence from Kenya,"deprioritized bc. of journal-publication status, authors' permission, age, etc.",https://www.givedirectly.org/wp-content/uploads/2019/11/General-Equilibrium-Effects-of-Cash-Transfers.pdf,,Economic development & governance (LMICs),Dev. econ/gov. (LMICs),Other Economics/Welfare/Growth,"Published, ~top journal",,,suggested - internally
Covid-19 Infection Externalities: Trading Off Lives vs. Livelihoods,deprioritized -- low ratings/voting,https://www.nber.org/papers/w27009,,"Health and well-being (global, including wealthy countries)",Health (all countries),,Working paper/mimeo; not published in a peer-reviewed journal,,"Covid-19,Health, Education, and Welfare,Taxation,Public Economics,Health Policy/Health economics",internal-NBER
"Predicting the moral consideration of artificial intelligences, Janet V.T. Pauketat, Jacy Reese Anthis",deprioritized -- low ratings/voting,https://www.sentienceinstitute.org/downloads/predicting-the-moral-consideration-of-artificial-intelligences.pdf,,"Other: Theory and philosophy, artificial intelligence, natural science, etc.","Other: Theory, etc. ",,"Published, ? journal",,,suggested - internally
Replicability & Generalisability:  A Guide to CEA discounts,"50_published evaluations (on PubPub, by Unjournal)",https://docs.google.com/document/d/1eJBSmNG-iRJ-twoHaoztQUmB4pmEHut8_oT3xgtldnI/edit#heading=h.7om527x8q9t7,,"Other: Economics/welfare, growth, policy, global markets and population","Econ., welfare, misc.","Global health (LMICs),Economic development & governance (LMICs)",Working paper/mimeo; not published in a peer-reviewed journal,2023-06-21T00:00:00.000-04:00,Research methods,suggested - externally - NGO
ST Proxies for LT Forecasts – Tereick,Not a paper/project,,,Empirical methods,"Empirical methods, measurement",,Unpublished,,,NA
Water Treatment and Child Mortality: Evidence from Kenya,"deprioritized bc. of journal-publication status, authors' permission, age, etc.",https://bfi.uchicago.edu/wp-content/uploads/2021/10/BFI_WP_2021-118.pdf,,Global health; “Health & well-being in low-income countries”,Global health (LMICs),,Working paper/mimeo; not published in a peer-reviewed journal,,"Health, Education, and Welfare,Development and Growth,Development/Development Economics,Health Policy/Health economics",internal-NBER
